"","id","question","desired_answer","student_answer","score_me","score_other","score_avg","feature","len_ratio"
"1576",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height of a tree is the number of levels between the root and the leaf farthest away from it.",5,5,5,2.12949890656807,1.6
"1577",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","is the depth of its furthest leaf",4,5,4.5,0.79703628843801,0.6
"1578",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the number of nodes from root to leaf",3,4,3.5,2.56286327251932,0.8
"1579",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the distance from the deepest leaf to the root",5,5,5,1.33157886890329,0.8
"1580",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the number of generations or levels of a tree",4,5,4.5,1.81816435151501,0.8
"1581",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The intensity of the children. Say you begin with one node, Thats one height. Then you add two children to that node and then two children to each of those nodes and two children to each of THOSE nodes. Youre current height would be 4.",2,4,3,0.928512755929602,4.6
"1582",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the number of levels of a tree, like a tree can have at minimum a depth of 3 and at most a height of 8 for 8 nodes.",3,4,3.5,1.60608770836375,2.6
"1583",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The number of nodes on the longest path from the root to the leaf.",5,5,5,3.405608829052,1.2
"1584",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height of a tree is the number of nodes on the longes path from the root to a leaf.",5,5,5,2.91823790850386,1.6
"1585",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","is equal to the number of levels.  levels between the root node and the terminal nodes.",4,5,4.5,2.16270986303086,1.6
"1586",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the number of generations or levels the tree has",4,5,4.5,1.81816435151501,0.8
"1587",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The height of a tree is the depth of its subtrees, that is, how many layers deep it is.",4,5,4.5,0.792392877196759,1.4
"1588",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","is the number of generations in the tree",4,5,4.5,1.5213066286997,0.6
"1589",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The number of nodes on the longest path from the root to a leaf.",5,5,5,3.405608829052,1.2
"1590",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the number of distinct levels of separation",3,5,4,1.1572085624156,0.8
"1591",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","the height of a tree is how many levels of nodes that it has",4,5,4.5,1.75234141463543,1
"1592",10.2,"What is the height of a tree?","The length of the longest path from the root to any of its leaves.","The connections between elements are called branches. Trees are often called inverted trees because they are normally drawn with the root at the top.",0,3,1.5,0.914207982131118,2.6
"1593",10.3,"What is a leaf?","A node that has no children.","A leaf is a child of a parent node that has no children nodes of its own.",5,5,5,3.41249381654845,3
"1594",10.3,"What is a leaf?","A node that has no children.","A leaf is a node with no children.",5,5,5,3.04404412638537,1.5
"1595",10.3,"What is a leaf?","A node that has no children.","A node with no children.",5,5,5,3.56853111794648,1
"1596",10.3,"What is a leaf?","A node that has no children.","A tree node with no children.",5,5,5,3.31714339256265,1.5
"1597",10.3,"What is a leaf?","A node that has no children.","And end point of the tree... a node that does not have any children.",5,5,5,2.68949493428862,2.5
"1598",10.3,"What is a leaf?","A node that has no children.","a node with no children.",5,5,5,3.56853111794648,1
"1599",10.3,"What is a leaf?","A node that has no children.","A new item to the tree--a child",2,4,3,1.45438065688323,2
"1600",10.3,"What is a leaf?","A node that has no children.","A leaf is a node with children, it is a terminating node.",0,4,2,2.60567828141967,2.5
"1601",10.3,"What is a leaf?","A node that has no children.","The node with degree 0.",3,5,4,1.74416334193927,1.5
"1602",10.3,"What is a leaf?","A node that has no children.","the node with degree 0",3,5,4,1.74416334193927,1.5
"1603",10.3,"What is a leaf?","A node that has no children.","a leaf is a node with no children",5,5,5,3.04404412638537,1.5
